Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,Age_cat,is_Male,Risk_Numeric
27.0,male,3,1,0,0,6314.0,24.0,7,good,3,1,1
34.0,male,2,1,3,1,3496.0,30.0,4,good,3,1,1
27.0,female,2,1,0,0,3609.0,42.0,0,good,3,0,1
43.0,male,2,2,0,0,4843.0,12.0,1,bad,0,1,0
47.0,male,2,1,0,2,3017.0,30.0,5,good,0,1,1
27.0,male,1,1,1,0,4139.0,24.0,0,good,3,1,1
31.0,male,2,1,1,0,5742.0,36.0,0,good,3,1,1
42.0,male,3,1,0,0,7882.375,42.0,1,good,0,1,1
24.0,male,2,1,2,0,2080.0,6.0,1,good,2,1,1
41.0,male,1,1,2,0,2580.0,21.0,0,bad,0,1,0
26.0,female,3,2,0,0,4530.0,30.0,5,good,3,0,1
33.0,male,2,1,0,0,5150.0,24.0,4,good,3,1,1
24.0,male,2,1,1,1,5595.0,42.0,5,bad,2,1,0
64.0,male,1,2,0,0,2384.0,24.0,5,good,1,1,1
26.0,female,2,1,0,0,1453.0,18.0,5,good,3,0,1
56.0,female,2,1,0,0,1538.0,6.0,3,good,0,0,1
37.0,male,2,0,0,0,2279.0,12.0,5,good,0,1,1
33.0,male,2,1,0,0,1478.0,15.0,5,good,3,1,1
47.0,male,2,0,0,0,5103.0,24.0,5,good,0,1,1
31.0,male,1,1,1,1,7882.375,36.0,0,good,3,1,1
34.0,male,2,0,0,0,6527.0,42.0,1,good,3,1,1
27.0,male,2,1,0,2,1347.0,10.0,5,good,3,1,1
30.0,male,2,0,1,1,2862.0,36.0,1,good,3,1,1
35.0,male,2,1,1,0,2753.0,9.0,5,good,3,1,1
31.0,male,2,1,3,0,3651.0,12.0,1,good,3,1,1
25.0,male,2,1,0,0,975.0,15.0,4,good,2,1,1
25.0,female,1,1,1,1,2631.0,15.0,6,good,2,0,1
29.0,male,2,1,1,1,2896.0,24.0,5,good,3,1,1
44.0,male,1,1,0,0,4716.0,6.0,1,good,0,1,1
28.0,male,2,1,0,0,2284.0,24.0,5,good,3,1,1
50.0,male,2,2,2,0,1236.0,6.0,1,good,0,1,1
29.0,male,2,1,0,1,1103.0,12.0,5,good,3,1,1
38.0,female,0,1,0,0,926.0,12.0,1,good,0,0,1
24.0,male,2,1,0,0,1800.0,18.0,5,good,2,1,1
40.0,male,3,2,0,2,1905.0,15.0,3,good,0,1,1
29.0,female,1,2,2,0,1123.0,12.0,4,bad,3,0,0
46.0,male,2,0,0,0,6331.0,42.0,1,bad,0,1,0
47.0,female,2,0,1,2,1377.0,24.0,5,good,0,0,1
41.0,male,2,1,1,1,2503.0,30.0,0,good,0,1,1
32.0,female,2,1,0,1,2528.0,27.0,0,good,3,0,1
35.0,female,2,0,2,0,5324.0,15.0,1,good,3,0,1
24.0,male,2,1,1,1,6560.0,42.0,1,bad,2,1,0
25.0,female,2,2,0,1,2969.0,12.0,4,bad,2,0,0
25.0,female,2,1,0,1,1206.0,9.0,5,good,2,0,1
37.0,male,1,1,0,1,2118.0,9.0,5,good,0,1,1
32.0,male,3,1,2,0,629.0,18.0,5,good,3,1,1
35.0,female,2,0,0,0,1198.0,6.0,3,bad,3,0,0
46.0,male,3,1,0,0,2476.0,21.0,1,good,0,1,1
25.0,male,1,1,0,0,1138.0,9.0,5,good,2,1,1
27.0,male,3,1,0,1,7882.375,42.0,1,bad,3,1,0
63.0,male,2,1,0,0,7596.0,30.0,1,good,1,1,1
40.0,male,2,1,0,0,3077.0,30.0,5,good,0,1,1
32.0,male,3,0,0,0,1505.0,18.0,5,good,3,1,1
31.0,male,2,1,0,2,3148.0,24.0,5,good,3,1,1
31.0,male,2,1,1,1,6148.0,20.0,1,good,3,1,1
34.0,male,3,1,0,2,1337.0,9.0,5,bad,3,1,0
24.0,female,2,2,3,1,433.0,6.0,3,bad,2,0,0
24.0,female,1,1,0,0,1228.0,12.0,1,bad,2,0,0
64.5,female,1,1,2,1,790.0,9.0,5,good,1,0,1
21.0,female,2,2,0,0,2570.0,27.0,1,bad,2,0,0
41.0,female,1,1,3,0,250.0,6.0,1,good,0,0,1
47.0,male,1,1,2,0,1316.0,15.0,5,good,0,1,1
25.0,female,2,2,0,0,1882.0,18.0,5,bad,2,0,0
59.0,female,2,2,0,1,6416.0,42.0,0,bad,0,0,0
36.0,male,2,1,3,2,1275.0,24.0,0,good,0,1,1
33.0,male,2,1,0,1,6403.0,24.0,5,good,3,1,1
21.0,male,1,2,0,0,1987.0,24.0,5,bad,2,1,0
44.0,female,1,1,0,1,760.0,8.0,5,good,0,0,1
28.0,female,2,2,3,0,2603.0,24.0,1,good,3,0,1
37.0,female,2,1,0,0,3380.0,4.0,1,good,0,0,1
29.0,female,0,1,0,1,3990.0,36.0,2,good,3,0,1
23.0,female,3,2,0,1,7882.375,24.0,1,bad,2,0,0
35.0,male,1,1,1,0,4380.0,18.0,1,good,3,1,1
45.0,male,3,1,0,0,6761.0,6.0,1,good,0,1,1
26.0,female,1,2,1,1,4280.0,30.0,0,bad,3,0,0
32.0,male,2,1,1,0,2325.0,24.0,1,good,3,1,1
23.0,male,1,1,0,1,1048.0,10.0,5,good,2,1,1
41.0,male,2,1,0,0,3160.0,21.0,5,good,0,1,1
22.0,male,2,1,2,0,2483.0,24.0,4,good,2,1,1
30.0,male,3,1,0,0,7882.375,39.0,4,good,3,1,1
28.0,male,1,1,0,0,1797.0,13.0,0,good,3,1,1
23.0,female,2,2,0,0,2511.0,15.0,1,good,2,0,1
37.0,female,1,1,0,0,1274.0,12.0,1,bad,0,0,0
26.0,male,2,1,0,0,5248.0,21.0,1,good,3,1,1
33.0,male,2,1,0,0,3029.0,15.0,1,good,3,1,1
49.0,female,2,1,0,0,428.0,6.0,4,good,0,0,1
23.0,female,1,1,0,0,976.0,18.0,1,bad,2,0,0
23.0,female,1,2,1,1,841.0,12.0,0,good,2,0,1
25.0,female,2,1,0,0,5771.0,30.0,5,good,2,0,1
55.0,male,2,0,3,0,1555.0,12.0,6,bad,0,1,0
32.0,female,2,2,0,0,1285.0,24.0,1,bad,3,0,0
64.5,male,0,1,0,2,1299.0,6.0,1,good,1,1,1
39.0,male,2,0,0,2,1271.0,15.0,5,bad,0,1,0
31.0,male,2,1,0,0,1393.0,24.0,1,good,3,1,1
35.0,male,2,1,0,0,691.0,12.0,1,bad,3,1,0
59.0,female,2,1,0,0,5045.0,15.0,1,good,0,0,1
24.0,female,2,2,0,0,2124.0,18.0,4,bad,2,0,0
24.0,male,1,1,0,0,2214.0,12.0,5,good,2,1,1
30.0,male,3,0,0,0,7882.375,21.0,1,bad,3,1,0
27.0,male,2,1,1,0,2463.0,24.0,1,good,3,1,1
40.0,male,1,1,0,1,1155.0,12.0,5,good,0,1,1
31.0,male,1,1,0,0,3108.0,30.0,4,bad,3,1,0
31.0,female,2,2,0,0,2901.0,10.0,1,good,3,0,1
28.0,male,2,2,0,1,3617.0,12.0,4,good,3,1,1
63.0,male,1,1,0,0,1655.0,12.0,5,good,1,1,1
26.0,female,2,2,0,0,2812.0,24.0,1,good,3,0,1
25.0,female,3,1,0,0,7882.375,36.0,3,bad,2,0,0
36.0,male,3,1,0,0,3275.0,21.0,1,good,0,1,1
52.0,male,2,1,1,0,2223.0,24.0,5,good,0,1,1
64.5,male,0,0,2,2,1480.0,12.0,1,good,1,1,1
25.0,female,2,2,0,0,1371.0,24.0,1,bad,2,0,0
37.0,male,2,1,0,0,3535.0,36.0,1,good,0,1,1
25.0,female,2,1,0,0,3509.0,18.0,5,good,2,0,1
38.0,male,3,1,3,0,5711.0,36.0,1,good,0,1,1
64.5,female,2,1,0,1,3872.0,18.0,6,good,1,0,1
25.0,male,2,1,0,1,4933.0,39.0,5,bad,2,1,0
60.0,male,2,1,3,0,1940.0,24.0,1,good,0,1,1
31.0,male,1,1,0,1,1410.0,12.0,3,good,3,1,1
23.0,female,1,1,1,1,836.0,12.0,1,bad,2,0,0
60.0,male,3,1,0,1,6468.0,20.0,1,good,0,1,1
35.0,male,1,1,3,1,1941.0,18.0,0,good,3,1,1
40.0,male,2,1,2,0,2675.0,22.0,5,good,0,1,1
38.0,male,2,1,0,0,2751.0,42.0,1,good,0,1,1
50.0,male,2,0,0,1,6224.0,42.0,3,bad,0,1,0
27.0,male,2,1,0,0,5998.0,40.0,3,bad,3,1,0
39.0,female,2,1,0,1,1188.0,21.0,0,bad,0,0,0
41.0,male,3,1,0,0,6313.0,24.0,1,good,0,1,1
27.0,male,2,1,0,0,1221.0,6.0,4,good,3,1,1
51.0,male,2,0,0,2,2892.0,24.0,4,good,0,1,1
32.0,male,2,2,2,0,3062.0,24.0,4,good,3,1,1
22.0,female,2,2,1,0,2301.0,9.0,4,good,2,0,1
51.0,male,2,0,0,0,7511.0,18.0,1,bad,0,1,0
22.0,female,1,2,0,0,1258.0,12.0,4,good,2,0,1
54.0,male,2,1,0,0,717.0,24.0,1,good,0,1,1
35.0,male,0,1,0,1,1549.0,9.0,1,good,3,1,1
54.0,male,2,0,0,0,1597.0,24.0,3,good,0,1,1
48.0,female,1,2,0,1,1795.0,18.0,5,good,0,0,1
24.0,female,2,1,0,0,4272.0,20.0,4,good,2,0,1
35.0,male,2,1,0,0,976.0,12.0,5,good,3,1,1
24.0,female,0,2,0,1,7472.0,12.0,1,good,2,0,1
24.0,male,2,1,0,0,7882.375,36.0,1,bad,2,1,0
26.0,male,1,1,0,1,590.0,6.0,5,good,3,1,1
64.5,male,2,1,0,0,930.0,12.0,5,good,1,1,1
55.0,male,3,0,0,1,7882.375,42.0,1,good,0,1,1
26.0,female,0,2,0,1,1778.0,15.0,1,bad,3,0,0
26.0,male,2,1,0,1,907.0,8.0,0,good,3,1,1
28.0,male,1,1,0,1,484.0,6.0,5,good,3,1,1
24.0,male,2,1,0,0,7882.375,36.0,1,bad,2,1,0
54.0,male,2,1,0,0,3051.0,42.0,2,bad,0,1,0
46.0,male,2,0,0,0,3931.0,42.0,1,bad,0,1,0
54.0,female,2,2,0,1,7432.0,36.0,1,good,0,0,1
62.0,male,2,1,2,0,1338.0,6.0,2,good,1,1,1
24.0,female,2,2,0,0,1554.0,6.0,5,good,2,0,1
43.0,male,3,1,0,0,7882.375,36.0,7,good,0,1,1
26.0,male,2,1,0,0,1345.0,18.0,5,bad,3,1,0
27.0,male,2,1,0,0,1101.0,12.0,1,good,3,1,1
24.0,male,2,1,0,2,3016.0,12.0,5,good,2,1,1
41.0,male,2,1,0,0,2712.0,36.0,4,bad,0,1,0
47.0,male,1,1,0,0,731.0,8.0,1,good,0,1,1
35.0,male,3,1,0,0,3780.0,18.0,4,good,3,1,1
30.0,male,2,1,0,0,1602.0,21.0,1,good,3,1,1
33.0,female,2,2,0,0,3966.0,18.0,1,bad,3,0,0
36.0,male,2,1,0,0,4165.0,18.0,0,bad,0,1,0
47.0,male,2,0,0,0,7882.375,36.0,1,bad,0,1,0
38.0,male,2,0,0,1,6681.0,42.0,0,good,0,1,1
44.0,male,2,1,2,0,2375.0,24.0,0,good,0,1,1
23.0,female,2,2,0,0,1216.0,18.0,1,bad,2,0,0
29.0,male,2,2,0,0,7882.375,42.0,0,bad,3,1,0
42.0,female,2,1,0,1,5084.0,24.0,5,good,0,0,1
25.0,female,1,1,0,2,2327.0,15.0,5,bad,2,0,0
48.0,male,2,1,0,0,1082.0,12.0,1,bad,0,1,0
21.0,female,2,1,0,0,886.0,12.0,5,good,2,0,1
23.0,female,1,2,0,0,601.0,4.0,4,good,2,0,1
63.0,male,2,1,0,0,2957.0,24.0,1,good,1,1,1
46.0,male,2,1,0,0,2611.0,24.0,5,good,0,1,1
29.0,male,2,1,0,0,5179.0,36.0,4,bad,3,1,0
28.0,male,1,1,0,0,2993.0,21.0,1,good,3,1,1
23.0,female,2,1,0,0,1943.0,18.0,6,bad,2,0,0
50.0,male,2,1,0,0,1559.0,24.0,0,good,0,1,1
47.0,male,2,1,0,0,3422.0,18.0,4,good,0,1,1
35.0,male,2,1,0,1,3976.0,21.0,4,good,3,1,1
64.5,male,2,2,0,0,6761.0,18.0,1,bad,1,1,0
28.0,male,2,1,0,0,1249.0,24.0,1,good,3,1,1
59.0,male,2,1,0,0,1364.0,9.0,5,good,0,1,1
57.0,male,1,1,0,0,709.0,12.0,5,bad,0,1,0
33.0,male,2,2,0,0,2235.0,20.0,1,bad,3,1,0
43.0,male,2,1,0,0,4042.0,24.0,1,good,0,1,1
35.0,male,2,0,0,0,1471.0,15.0,5,good,3,1,1
32.0,male,1,0,0,0,1442.0,18.0,1,bad,3,1,0
45.0,male,2,1,0,0,7882.375,36.0,1,good,0,1,1
33.0,male,2,1,1,0,1474.0,24.0,1,good,3,1,1
40.0,female,2,1,0,0,894.0,10.0,3,good,0,0,1
28.0,male,2,0,0,0,3343.0,15.0,4,good,3,1,1
29.0,female,2,1,0,0,3959.0,15.0,1,bad,3,0,0
26.0,male,2,2,1,0,3577.0,9.0,1,good,3,1,1
27.0,male,2,1,3,0,5804.0,24.0,1,good,3,1,1
28.0,male,2,1,0,0,2169.0,18.0,0,bad,3,1,0
35.0,female,2,1,0,0,2439.0,24.0,5,bad,3,0,0
32.0,male,1,1,3,0,4526.0,27.0,4,good,3,1,1
25.0,male,1,2,0,0,2210.0,10.0,4,bad,2,1,0
20.0,female,2,2,2,0,2221.0,15.0,4,good,2,0,1
27.0,female,2,1,0,0,2389.0,18.0,5,good,3,0,1
42.0,male,2,1,0,0,3331.0,12.0,4,good,0,1,1
37.0,male,2,1,0,0,7409.0,36.0,0,good,0,1,1
24.0,female,2,2,0,0,652.0,12.0,4,good,2,0,1
40.0,female,2,1,2,0,7678.0,36.0,4,good,0,0,1
46.0,male,2,1,0,2,1343.0,6.0,1,good,0,1,1
26.0,male,2,1,1,0,1382.0,24.0,0,good,3,1,1
24.0,female,2,1,0,0,874.0,15.0,2,good,2,0,1
29.0,male,1,1,0,0,3590.0,12.0,4,good,3,1,1
40.0,female,2,1,3,1,1322.0,11.0,1,good,0,0,1
36.0,male,3,0,0,0,1940.0,18.0,5,good,0,1,1
28.0,male,2,1,0,0,3595.0,36.0,5,good,3,1,1
27.0,male,3,0,0,0,1422.0,9.0,1,bad,3,1,0
36.0,male,2,1,0,0,6742.0,30.0,5,good,0,1,1
38.0,male,3,1,0,0,7814.0,24.0,1,good,0,1,1
48.0,male,2,0,0,0,7882.375,24.0,1,good,0,1,1
36.0,male,2,1,0,1,2181.0,30.0,1,good,0,1,1
64.5,female,0,1,0,0,1098.0,18.0,5,good,1,0,1
43.0,male,2,1,0,1,4057.0,24.0,4,bad,0,1,0
53.0,female,2,1,0,0,795.0,12.0,3,bad,0,0,0
34.0,male,2,1,0,1,2825.0,24.0,0,good,3,1,1
23.0,male,2,1,0,1,7882.375,42.0,0,bad,2,1,0
34.0,male,3,1,0,0,6614.0,36.0,1,good,3,1,1
40.0,male,2,2,0,0,7824.0,28.0,1,good,0,1,1
43.0,male,3,1,0,0,2442.0,27.0,0,good,0,1,1
46.0,male,2,1,0,0,1829.0,15.0,5,good,0,1,1
38.0,male,1,1,0,0,2171.0,12.0,1,good,0,1,1
34.0,male,2,1,0,1,5800.0,36.0,1,good,3,1,1
29.0,male,2,1,0,0,1169.0,18.0,5,good,3,1,1
31.0,male,3,1,0,0,7882.375,36.0,1,good,3,1,1
28.0,female,3,2,0,0,2606.0,21.0,5,good,3,0,1
35.0,female,2,1,3,0,1592.0,12.0,4,good,3,0,1
33.0,female,1,2,0,0,2186.0,15.0,4,good,3,0,1
42.0,male,2,1,0,0,4153.0,18.0,4,bad,0,1,0
43.0,male,2,2,0,0,2625.0,16.0,1,bad,0,1,0
44.0,male,2,1,0,0,3485.0,20.0,1,good,0,1,1
42.0,male,2,0,0,0,7882.375,36.0,1,good,0,1,1
40.0,male,2,2,0,0,1386.0,15.0,5,good,0,1,1
36.0,male,3,1,0,0,1278.0,24.0,5,good,0,1,1
20.0,male,3,2,0,0,1107.0,12.0,5,good,2,1,1
24.0,male,1,1,0,0,3763.0,21.0,1,good,2,1,1
27.0,male,2,1,0,1,3711.0,36.0,3,good,3,1,1
46.0,female,1,1,0,0,3594.0,15.0,1,good,0,0,1
33.0,female,1,1,0,1,3195.0,9.0,1,good,3,0,1
34.0,female,2,1,0,0,4454.0,36.0,5,good,3,0,1
25.0,female,1,1,0,1,4736.0,24.0,4,bad,2,0,0
25.0,female,2,1,0,1,2991.0,30.0,5,good,2,0,1
28.0,male,2,1,3,0,2142.0,11.0,0,good,3,1,1
31.0,male,2,2,0,0,3161.0,24.0,0,bad,3,1,0
32.0,female,3,1,0,1,7882.375,42.0,7,bad,3,0,0
32.0,male,2,1,1,0,2848.0,10.0,1,good,3,1,1
64.5,male,3,1,0,0,7882.375,6.0,1,bad,1,1,0
33.0,male,2,1,1,0,2359.0,24.0,4,bad,3,1,0
39.0,male,3,2,0,0,3345.0,24.0,4,bad,0,1,0
28.0,female,2,1,0,0,1817.0,18.0,4,good,3,0,1
37.0,male,3,1,2,0,7882.375,42.0,5,good,0,1,1
22.0,female,2,2,0,0,1366.0,9.0,5,bad,2,0,0
30.0,male,2,2,0,1,2002.0,12.0,1,good,3,1,1
55.0,male,2,1,0,0,6872.0,24.0,4,bad,0,1,0
46.0,male,2,1,0,0,697.0,12.0,1,bad,0,1,0
21.0,female,2,2,0,0,1049.0,18.0,4,good,2,0,1
39.0,male,2,0,0,0,7882.375,42.0,1,bad,0,1,0
58.0,male,2,1,0,0,1867.0,30.0,5,good,0,1,1
43.0,male,1,1,0,0,1344.0,12.0,1,good,0,1,1
24.0,male,1,1,0,0,1747.0,24.0,4,good,2,1,1
22.0,female,2,1,0,1,1670.0,9.0,5,bad,2,0,0
30.0,male,2,1,0,0,1224.0,9.0,1,good,3,1,1
42.0,male,2,1,2,0,522.0,12.0,5,good,0,1,1
23.0,female,2,1,0,0,1498.0,12.0,5,good,2,0,1
30.0,male,3,1,1,1,1919.0,30.0,5,bad,3,1,0
28.0,female,1,1,0,2,745.0,9.0,5,bad,3,0,0
30.0,male,3,2,0,1,2063.0,6.0,5,good,3,1,1
42.0,male,2,0,0,1,6288.0,42.0,3,bad,0,1,0
46.0,male,3,1,0,0,6842.0,24.0,1,good,0,1,1
45.0,male,3,1,0,0,3527.0,12.0,1,good,0,1,1
31.0,male,1,1,0,0,1546.0,10.0,1,good,3,1,1
31.0,male,2,1,0,0,929.0,24.0,4,good,3,1,1
42.0,male,1,1,0,0,1455.0,4.0,1,good,0,1,1
46.0,female,2,2,0,0,1845.0,15.0,4,good,0,0,1
30.0,female,2,1,2,1,7882.375,42.0,1,good,3,0,1
30.0,male,2,0,2,0,3349.0,24.0,4,bad,3,1,0
38.0,male,3,1,0,0,2859.0,12.0,1,good,0,1,1
43.0,male,1,1,0,0,1533.0,18.0,4,bad,0,1,0
31.0,male,2,1,1,0,3621.0,24.0,5,bad,3,1,0
40.0,male,0,1,0,1,3590.0,18.0,0,good,0,1,1
24.0,male,2,1,0,0,2145.0,36.0,0,bad,2,1,0
28.0,female,2,2,2,1,4113.0,24.0,1,bad,3,0,0
26.0,female,3,1,0,0,7882.375,36.0,4,bad,3,0,0
29.0,female,2,1,0,0,1893.0,12.0,1,good,3,0,1
57.0,female,3,2,3,0,1231.0,24.0,5,good,0,0,1
49.0,male,1,1,0,2,3656.0,30.0,5,good,0,1,1
37.0,male,1,1,0,1,1154.0,9.0,5,good,0,1,1
45.0,male,1,1,0,0,4006.0,28.0,1,bad,0,1,0
30.0,male,2,0,1,1,3069.0,24.0,4,good,3,1,1
30.0,male,2,2,0,0,1740.0,6.0,5,good,3,1,1
47.0,male,2,1,0,1,2353.0,21.0,1,good,0,1,1
29.0,male,2,1,0,0,3556.0,15.0,1,good,3,1,1
35.0,male,2,1,2,0,2397.0,24.0,5,bad,3,1,0
22.0,male,1,1,0,1,454.0,6.0,6,good,2,1,1
26.0,female,2,1,0,1,1715.0,30.0,5,good,3,0,1
23.0,male,1,1,2,1,2520.0,27.0,5,bad,2,1,0
54.0,female,3,2,0,0,3568.0,15.0,5,good,0,0,1
29.0,male,2,2,0,0,7166.0,42.0,5,good,3,1,1
40.0,male,1,1,0,0,3939.0,11.0,1,good,0,1,1
22.0,male,2,1,1,1,1514.0,15.0,6,good,2,1,1
43.0,male,1,1,0,0,7393.0,24.0,1,good,0,1,1
29.0,female,0,2,0,0,1193.0,24.0,1,bad,3,0,0
36.0,male,2,2,0,0,7297.0,42.0,0,bad,0,1,0
33.0,female,2,1,0,0,2831.0,30.0,5,good,3,0,1
57.0,female,1,1,2,2,1258.0,24.0,5,good,0,0,1
64.0,female,2,1,0,1,753.0,6.0,5,good,1,0,1
42.0,male,2,1,0,1,2427.0,18.0,0,good,0,1,1
47.0,male,1,1,0,0,2538.0,24.0,1,bad,0,1,0
25.0,male,2,2,1,1,1264.0,15.0,1,bad,2,1,0
49.0,male,2,1,0,1,7882.375,30.0,4,bad,0,1,0
33.0,male,3,2,0,0,4844.0,42.0,0,bad,3,1,0
28.0,female,3,1,1,2,2923.0,21.0,1,good,3,0,1
26.0,male,2,1,0,0,7882.375,36.0,1,bad,3,1,0
30.0,male,1,1,0,0,2028.0,24.0,4,good,3,1,1
25.0,female,2,2,0,0,1433.0,15.0,4,good,2,0,1
33.0,male,2,1,0,2,6289.0,42.0,0,good,3,1,1
64.0,female,2,1,1,0,1409.0,13.0,5,good,1,0,1
29.0,male,3,0,0,0,6579.0,24.0,1,good,3,1,1
48.0,male,1,1,0,1,1743.0,24.0,5,good,0,1,1
37.0,male,1,1,0,0,3565.0,12.0,3,good,0,1,1
34.0,male,1,1,1,0,1569.0,15.0,5,good,3,1,1
23.0,male,1,2,0,0,1936.0,18.0,5,good,2,1,1
30.0,male,3,1,0,0,3959.0,36.0,4,good,3,1,1
50.0,male,2,1,0,0,2390.0,12.0,1,good,0,1,1
31.0,female,1,1,0,0,1736.0,12.0,4,good,3,0,1
40.0,male,3,1,0,0,3857.0,30.0,1,good,0,1,1
38.0,male,2,1,0,0,804.0,12.0,5,good,0,1,1
23.0,male,2,0,0,0,1845.0,42.0,5,bad,2,1,0
27.0,male,2,1,1,1,4576.0,42.0,1,good,3,1,1
